oare_id,parent_oare_id,fold,top1_score,g35_enabled,g50_enabled,g65_enabled
529fcbd8-9122-4d49-9cb9-021545dd9fb1,529fcbd8-9122-4d49-9cb9-021545dd9fb1,0,0.2756,False,False,False
52a0aa54-619c-403b-88fa-b48f27e57fdc,52a0aa54-619c-403b-88fa-b48f27e57fdc,1,1.0,True,True,True
52a72ed1-d6fe-4d58-85d4-987937084fc0,52a72ed1-d6fe-4d58-85d4-987937084fc0,2,0.315,False,False,False
52bf620c-896b-4661-9bf8-2634c13d6528__c1of2,52bf620c-896b-4661-9bf8-2634c13d6528,0,0.2366,False,False,False
52bf620c-896b-4661-9bf8-2634c13d6528__c2of2,52bf620c-896b-4661-9bf8-2634c13d6528,0,0.3755,True,False,False
53296d13-ecb6-4b9f-9af1-64375cf9aa01__c1of2,53296d13-ecb6-4b9f-9af1-64375cf9aa01,1,0.3747,True,False,False
53296d13-ecb6-4b9f-9af1-64375cf9aa01__c2of2,53296d13-ecb6-4b9f-9af1-64375cf9aa01,1,0.3766,True,False,False
53d5ff82-253d-40a6-be3b-d867dbde50cc__c1of5,53d5ff82-253d-40a6-be3b-d867dbde50cc,2,1.0,True,True,True
53d5ff82-253d-40a6-be3b-d867dbde50cc__c2of5,53d5ff82-253d-40a6-be3b-d867dbde50cc,2,1.0,True,True,True
53d5ff82-253d-40a6-be3b-d867dbde50cc__c3of5,53d5ff82-253d-40a6-be3b-d867dbde50cc,2,0.3495,False,False,False
53d5ff82-253d-40a6-be3b-d867dbde50cc__c4of5,53d5ff82-253d-40a6-be3b-d867dbde50cc,2,1.0,True,True,True
53d5ff82-253d-40a6-be3b-d867dbde50cc__c5of5,53d5ff82-253d-40a6-be3b-d867dbde50cc,2,0.2455,False,False,False
542e0156-6adc-4ed2-8ea8-32d5e1c4d861__c1of2,542e0156-6adc-4ed2-8ea8-32d5e1c4d861,0,0.3781,True,False,False
542e0156-6adc-4ed2-8ea8-32d5e1c4d861__c2of2,542e0156-6adc-4ed2-8ea8-32d5e1c4d861,0,0.3226,False,False,False
54364e47-54dc-4022-9c48-9006a2fe1b53__c1of3,54364e47-54dc-4022-9c48-9006a2fe1b53,2,0.564,True,True,False
54364e47-54dc-4022-9c48-9006a2fe1b53__c2of3,54364e47-54dc-4022-9c48-9006a2fe1b53,2,0.4551,True,False,False
54364e47-54dc-4022-9c48-9006a2fe1b53__c3of3,54364e47-54dc-4022-9c48-9006a2fe1b53,2,1.0,True,True,True
545d2d22-ac48-4e25-8cb7-e6545b4e9c4f__c1of2,545d2d22-ac48-4e25-8cb7-e6545b4e9c4f,4,0.297,False,False,False
545d2d22-ac48-4e25-8cb7-e6545b4e9c4f__c2of2,545d2d22-ac48-4e25-8cb7-e6545b4e9c4f,4,0.3216,False,False,False
5467fdf0-a724-4516-94a2-039a947ca78f,5467fdf0-a724-4516-94a2-039a947ca78f,2,1.0,True,True,True
5501675e-3cdd-4a2d-a3ee-52edd95d4fc3__c1of3,5501675e-3cdd-4a2d-a3ee-52edd95d4fc3,1,0.3315,False,False,False
5501675e-3cdd-4a2d-a3ee-52edd95d4fc3__c2of3,5501675e-3cdd-4a2d-a3ee-52edd95d4fc3,1,0.3191,False,False,False
5501675e-3cdd-4a2d-a3ee-52edd95d4fc3__c3of3,5501675e-3cdd-4a2d-a3ee-52edd95d4fc3,1,1.0,True,True,True
552cc96f-cfe8-4b4a-94a3-7e320c01de4a__c1of4,552cc96f-cfe8-4b4a-94a3-7e320c01de4a,2,0.4192,True,False,False
552cc96f-cfe8-4b4a-94a3-7e320c01de4a__c2of4,552cc96f-cfe8-4b4a-94a3-7e320c01de4a,2,0.2712,False,False,False
552cc96f-cfe8-4b4a-94a3-7e320c01de4a__c3of4,552cc96f-cfe8-4b4a-94a3-7e320c01de4a,2,0.4192,True,False,False
552cc96f-cfe8-4b4a-94a3-7e320c01de4a__c4of4,552cc96f-cfe8-4b4a-94a3-7e320c01de4a,2,1.0,True,True,True
5549327a-b7f5-4869-8216-b13c6f7df79c__c1of2,5549327a-b7f5-4869-8216-b13c6f7df79c,1,1.0,True,True,True
5549327a-b7f5-4869-8216-b13c6f7df79c__c2of2,5549327a-b7f5-4869-8216-b13c6f7df79c,1,1.0,True,True,True
5560ec99-490b-4783-b235-47003ce74e01__c1of3,5560ec99-490b-4783-b235-47003ce74e01,4,0.3655,True,False,False
5560ec99-490b-4783-b235-47003ce74e01__c2of3,5560ec99-490b-4783-b235-47003ce74e01,4,0.28,False,False,False
5560ec99-490b-4783-b235-47003ce74e01__c3of3,5560ec99-490b-4783-b235-47003ce74e01,4,0.312,False,False,False
55b115ac-6a6d-48e6-86df-ff449b4b346b__c1of4,55b115ac-6a6d-48e6-86df-ff449b4b346b,1,0.3455,False,False,False
55b115ac-6a6d-48e6-86df-ff449b4b346b__c2of4,55b115ac-6a6d-48e6-86df-ff449b4b346b,1,0.4548,True,False,False
55b115ac-6a6d-48e6-86df-ff449b4b346b__c3of4,55b115ac-6a6d-48e6-86df-ff449b4b346b,1,0.4548,True,False,False
55b115ac-6a6d-48e6-86df-ff449b4b346b__c4of4,55b115ac-6a6d-48e6-86df-ff449b4b346b,1,0.2955,False,False,False
5625a003-fe95-49a3-88c8-59de0102822d,5625a003-fe95-49a3-88c8-59de0102822d,1,1.0,True,True,True
5665324f-1264-4a26-8c73-4d90aa849e13__c1of5,5665324f-1264-4a26-8c73-4d90aa849e13,1,0.4186,True,False,False
5665324f-1264-4a26-8c73-4d90aa849e13__c2of5,5665324f-1264-4a26-8c73-4d90aa849e13,1,1.0,True,True,True
5665324f-1264-4a26-8c73-4d90aa849e13__c3of5,5665324f-1264-4a26-8c73-4d90aa849e13,1,1.0,True,True,True
5665324f-1264-4a26-8c73-4d90aa849e13__c4of5,5665324f-1264-4a26-8c73-4d90aa849e13,1,1.0,True,True,True
5665324f-1264-4a26-8c73-4d90aa849e13__c5of5,5665324f-1264-4a26-8c73-4d90aa849e13,1,1.0,True,True,True
566cb493-5ca7-4a46-99b2-e3aee4dfcf49,566cb493-5ca7-4a46-99b2-e3aee4dfcf49,4,0.4261,True,False,False
56727b0e-4185-4be1-96e5-c6239c26ded7,56727b0e-4185-4be1-96e5-c6239c26ded7,3,0.784,True,True,True
567dd5f9-1a19-4832-aca5-f5436a96238c__c1of5,567dd5f9-1a19-4832-aca5-f5436a96238c,0,0.4112,True,False,False
567dd5f9-1a19-4832-aca5-f5436a96238c__c2of5,567dd5f9-1a19-4832-aca5-f5436a96238c,0,0.2868,False,False,False
567dd5f9-1a19-4832-aca5-f5436a96238c__c3of5,567dd5f9-1a19-4832-aca5-f5436a96238c,0,0.2675,False,False,False
567dd5f9-1a19-4832-aca5-f5436a96238c__c4of5,567dd5f9-1a19-4832-aca5-f5436a96238c,0,0.2464,False,False,False
567dd5f9-1a19-4832-aca5-f5436a96238c__c5of5,567dd5f9-1a19-4832-aca5-f5436a96238c,0,0.3569,True,False,False
5684cfb1-8047-45db-9cac-69616679f526__c1of2,5684cfb1-8047-45db-9cac-69616679f526,2,0.4536,True,False,False
5684cfb1-8047-45db-9cac-69616679f526__c2of2,5684cfb1-8047-45db-9cac-69616679f526,2,0.2624,False,False,False
56ad650b-a87a-40c2-aa6c-630b4c8dc23c__c1of3,56ad650b-a87a-40c2-aa6c-630b4c8dc23c,1,1.0,True,True,True
56ad650b-a87a-40c2-aa6c-630b4c8dc23c__c2of3,56ad650b-a87a-40c2-aa6c-630b4c8dc23c,1,1.0,True,True,True
56ad650b-a87a-40c2-aa6c-630b4c8dc23c__c3of3,56ad650b-a87a-40c2-aa6c-630b4c8dc23c,1,1.0,True,True,True
56bd785f-8f1e-4c7d-aab8-7ab5a3f41101,56bd785f-8f1e-4c7d-aab8-7ab5a3f41101,4,0.3921,True,False,False
56ccb672-f4dc-4a2c-bea9-5ad9cbf3af9b,56ccb672-f4dc-4a2c-bea9-5ad9cbf3af9b,3,1.0,True,True,True
56ef91d0-d005-4f28-97dc-01ae86ba318d__c1of2,56ef91d0-d005-4f28-97dc-01ae86ba318d,0,0.2978,False,False,False
56ef91d0-d005-4f28-97dc-01ae86ba318d__c2of2,56ef91d0-d005-4f28-97dc-01ae86ba318d,0,0.5083,True,True,False
57376979-38cf-4dc7-bdc5-f5f7db592ea4__c1of2,57376979-38cf-4dc7-bdc5-f5f7db592ea4,4,0.4091,True,False,False
57376979-38cf-4dc7-bdc5-f5f7db592ea4__c2of2,57376979-38cf-4dc7-bdc5-f5f7db592ea4,4,0.5536,True,True,False
574c81cd-2ba4-4245-9193-79382d4e43d1,574c81cd-2ba4-4245-9193-79382d4e43d1,0,0.5831,True,True,False
5775a63c-7eaf-4a3b-881a-7fc2d1b322ec,5775a63c-7eaf-4a3b-881a-7fc2d1b322ec,4,0.399,True,False,False
578f8ff2-4c59-4978-82ce-80eaef1acab8__c1of5,578f8ff2-4c59-4978-82ce-80eaef1acab8,2,1.0,True,True,True
578f8ff2-4c59-4978-82ce-80eaef1acab8__c2of5,578f8ff2-4c59-4978-82ce-80eaef1acab8,2,1.0,True,True,True
578f8ff2-4c59-4978-82ce-80eaef1acab8__c3of5,578f8ff2-4c59-4978-82ce-80eaef1acab8,2,1.0,True,True,True
578f8ff2-4c59-4978-82ce-80eaef1acab8__c4of5,578f8ff2-4c59-4978-82ce-80eaef1acab8,2,1.0,True,True,True
578f8ff2-4c59-4978-82ce-80eaef1acab8__c5of5,578f8ff2-4c59-4978-82ce-80eaef1acab8,2,1.0,True,True,True
578ff6fa-deab-493a-9868-1adc34ee1349__c1of4,578ff6fa-deab-493a-9868-1adc34ee1349,1,0.7069,True,True,True
578ff6fa-deab-493a-9868-1adc34ee1349__c2of4,578ff6fa-deab-493a-9868-1adc34ee1349,1,0.7773,True,True,True
578ff6fa-deab-493a-9868-1adc34ee1349__c3of4,578ff6fa-deab-493a-9868-1adc34ee1349,1,0.7035,True,True,True
578ff6fa-deab-493a-9868-1adc34ee1349__c4of4,578ff6fa-deab-493a-9868-1adc34ee1349,1,0.6083,True,True,False
57949d3d-cab0-4007-b0b2-4ddcf053bcb6,57949d3d-cab0-4007-b0b2-4ddcf053bcb6,1,1.0,True,True,True
579eb28a-d4a6-4631-affb-f60cb37433b0__c1of4,579eb28a-d4a6-4631-affb-f60cb37433b0,2,0.366,True,False,False
579eb28a-d4a6-4631-affb-f60cb37433b0__c2of4,579eb28a-d4a6-4631-affb-f60cb37433b0,2,0.3455,False,False,False
579eb28a-d4a6-4631-affb-f60cb37433b0__c3of4,579eb28a-d4a6-4631-affb-f60cb37433b0,2,0.3114,False,False,False
579eb28a-d4a6-4631-affb-f60cb37433b0__c4of4,579eb28a-d4a6-4631-affb-f60cb37433b0,2,0.3552,True,False,False
57a1fd09-094e-4912-be18-b3c1d5247640,57a1fd09-094e-4912-be18-b3c1d5247640,3,1.0,True,True,True
57fc1376-57c4-4576-ba0d-6a2b59dceef9,57fc1376-57c4-4576-ba0d-6a2b59dceef9,4,0.6002,True,True,False
57fda3a3-0ace-4be6-aa82-6c2d13cb4a4d,57fda3a3-0ace-4be6-aa82-6c2d13cb4a4d,2,0.381,True,False,False
5829e45c-8d33-414b-8794-ebe0c1d30933__c1of2,5829e45c-8d33-414b-8794-ebe0c1d30933,0,0.3162,False,False,False
5829e45c-8d33-414b-8794-ebe0c1d30933__c2of2,5829e45c-8d33-414b-8794-ebe0c1d30933,0,0.2258,False,False,False
582baec5-d31d-4395-be78-6d67a649381f,582baec5-d31d-4395-be78-6d67a649381f,3,1.0,True,True,True
583bdccb-f2e5-4879-8f12-e63ade2e9fb5,583bdccb-f2e5-4879-8f12-e63ade2e9fb5,4,1.0,True,True,True
5855bd56-e826-4b16-a8bc-2cb38d45aaf9__c1of2,5855bd56-e826-4b16-a8bc-2cb38d45aaf9,0,0.3983,True,False,False
5855bd56-e826-4b16-a8bc-2cb38d45aaf9__c2of2,5855bd56-e826-4b16-a8bc-2cb38d45aaf9,0,0.2907,False,False,False
5861a2f5-9c9b-4a62-8cac-20134c1624f2,5861a2f5-9c9b-4a62-8cac-20134c1624f2,3,1.0,True,True,True
58bc835e-7132-47c4-9e23-ebd468c0ac6f__c1of3,58bc835e-7132-47c4-9e23-ebd468c0ac6f,0,0.2436,False,False,False
58bc835e-7132-47c4-9e23-ebd468c0ac6f__c2of3,58bc835e-7132-47c4-9e23-ebd468c0ac6f,0,0.265,False,False,False
58bc835e-7132-47c4-9e23-ebd468c0ac6f__c3of3,58bc835e-7132-47c4-9e23-ebd468c0ac6f,0,0.2793,False,False,False
58cc8096-5883-4058-9303-ba759e526058__c1of3,58cc8096-5883-4058-9303-ba759e526058,0,0.4665,True,False,False
58cc8096-5883-4058-9303-ba759e526058__c2of3,58cc8096-5883-4058-9303-ba759e526058,0,0.3103,False,False,False
58cc8096-5883-4058-9303-ba759e526058__c3of3,58cc8096-5883-4058-9303-ba759e526058,0,0.3677,True,False,False
5962bdb0-7f70-48ab-872b-d54c47393987__c1of4,5962bdb0-7f70-48ab-872b-d54c47393987,2,0.3953,True,False,False
5962bdb0-7f70-48ab-872b-d54c47393987__c2of4,5962bdb0-7f70-48ab-872b-d54c47393987,2,0.3973,True,False,False
5962bdb0-7f70-48ab-872b-d54c47393987__c3of4,5962bdb0-7f70-48ab-872b-d54c47393987,2,0.4866,True,False,False
5962bdb0-7f70-48ab-872b-d54c47393987__c4of4,5962bdb0-7f70-48ab-872b-d54c47393987,2,0.3919,True,False,False
59cfa04b-a222-4c73-ae9e-9e9046d8e0d4__c1of2,59cfa04b-a222-4c73-ae9e-9e9046d8e0d4,1,0.3459,False,False,False
59cfa04b-a222-4c73-ae9e-9e9046d8e0d4__c2of2,59cfa04b-a222-4c73-ae9e-9e9046d8e0d4,1,1.0,True,True,True
59fbc543-c7af-45d7-91c0-145cacedbd62,59fbc543-c7af-45d7-91c0-145cacedbd62,3,1.0,True,True,True
5a00715b-aad3-4c39-a0ae-0e5d919001ef__c1of7,5a00715b-aad3-4c39-a0ae-0e5d919001ef,1,1.0,True,True,True
5a00715b-aad3-4c39-a0ae-0e5d919001ef__c2of7,5a00715b-aad3-4c39-a0ae-0e5d919001ef,1,1.0,True,True,True
5a00715b-aad3-4c39-a0ae-0e5d919001ef__c3of7,5a00715b-aad3-4c39-a0ae-0e5d919001ef,1,1.0,True,True,True
5a00715b-aad3-4c39-a0ae-0e5d919001ef__c4of7,5a00715b-aad3-4c39-a0ae-0e5d919001ef,1,1.0,True,True,True
5a00715b-aad3-4c39-a0ae-0e5d919001ef__c5of7,5a00715b-aad3-4c39-a0ae-0e5d919001ef,1,1.0,True,True,True
5a00715b-aad3-4c39-a0ae-0e5d919001ef__c6of7,5a00715b-aad3-4c39-a0ae-0e5d919001ef,1,0.3006,False,False,False
5a00715b-aad3-4c39-a0ae-0e5d919001ef__c7of7,5a00715b-aad3-4c39-a0ae-0e5d919001ef,1,1.0,True,True,True
5a172055-735c-4baf-91fd-b0a571f754f2,5a172055-735c-4baf-91fd-b0a571f754f2,1,0.4238,True,False,False
5a177492-70fd-4eed-a472-0bdb565c8a3b__c1of4,5a177492-70fd-4eed-a472-0bdb565c8a3b,3,1.0,True,True,True
5a177492-70fd-4eed-a472-0bdb565c8a3b__c2of4,5a177492-70fd-4eed-a472-0bdb565c8a3b,3,1.0,True,True,True
5a177492-70fd-4eed-a472-0bdb565c8a3b__c3of4,5a177492-70fd-4eed-a472-0bdb565c8a3b,3,0.3136,False,False,False
5a177492-70fd-4eed-a472-0bdb565c8a3b__c4of4,5a177492-70fd-4eed-a472-0bdb565c8a3b,3,1.0,True,True,True
5a259396-70b6-49ec-a72c-fb01ab396273__c1of4,5a259396-70b6-49ec-a72c-fb01ab396273,2,1.0,True,True,True
5a259396-70b6-49ec-a72c-fb01ab396273__c2of4,5a259396-70b6-49ec-a72c-fb01ab396273,2,1.0,True,True,True
5a259396-70b6-49ec-a72c-fb01ab396273__c3of4,5a259396-70b6-49ec-a72c-fb01ab396273,2,0.3952,True,False,False
5a259396-70b6-49ec-a72c-fb01ab396273__c4of4,5a259396-70b6-49ec-a72c-fb01ab396273,2,0.3297,False,False,False
5abd5819-2c99-4881-90b1-cb9759f7623b__c1of8,5abd5819-2c99-4881-90b1-cb9759f7623b,4,0.5238,True,True,False
5abd5819-2c99-4881-90b1-cb9759f7623b__c2of8,5abd5819-2c99-4881-90b1-cb9759f7623b,4,0.5089,True,True,False
5abd5819-2c99-4881-90b1-cb9759f7623b__c3of8,5abd5819-2c99-4881-90b1-cb9759f7623b,4,0.5485,True,True,False
5abd5819-2c99-4881-90b1-cb9759f7623b__c4of8,5abd5819-2c99-4881-90b1-cb9759f7623b,4,0.4789,True,False,False
5abd5819-2c99-4881-90b1-cb9759f7623b__c5of8,5abd5819-2c99-4881-90b1-cb9759f7623b,4,0.4905,True,False,False
5abd5819-2c99-4881-90b1-cb9759f7623b__c6of8,5abd5819-2c99-4881-90b1-cb9759f7623b,4,0.56,True,True,False
5abd5819-2c99-4881-90b1-cb9759f7623b__c7of8,5abd5819-2c99-4881-90b1-cb9759f7623b,4,0.4479,True,False,False
5abd5819-2c99-4881-90b1-cb9759f7623b__c8of8,5abd5819-2c99-4881-90b1-cb9759f7623b,4,0.4559,True,False,False
5acae103-b788-4f17-9012-087924694f89,5acae103-b788-4f17-9012-087924694f89,0,0.5208,True,True,False
5b05f9a8-914c-4c06-bbf6-776d4f7d3e79__c1of3,5b05f9a8-914c-4c06-bbf6-776d4f7d3e79,4,1.0,True,True,True
5b05f9a8-914c-4c06-bbf6-776d4f7d3e79__c2of3,5b05f9a8-914c-4c06-bbf6-776d4f7d3e79,4,1.0,True,True,True
5b05f9a8-914c-4c06-bbf6-776d4f7d3e79__c3of3,5b05f9a8-914c-4c06-bbf6-776d4f7d3e79,4,0.2513,False,False,False
5b37f517-1eef-475b-b167-a702a3f3d9d1__c1of3,5b37f517-1eef-475b-b167-a702a3f3d9d1,1,1.0,True,True,True
5b37f517-1eef-475b-b167-a702a3f3d9d1__c2of3,5b37f517-1eef-475b-b167-a702a3f3d9d1,1,1.0,True,True,True
5b37f517-1eef-475b-b167-a702a3f3d9d1__c3of3,5b37f517-1eef-475b-b167-a702a3f3d9d1,1,0.4749,True,False,False
5b4e0958-6250-443a-952a-2add4b9a2ea1__c1of3,5b4e0958-6250-443a-952a-2add4b9a2ea1,2,0.5676,True,True,False
5b4e0958-6250-443a-952a-2add4b9a2ea1__c2of3,5b4e0958-6250-443a-952a-2add4b9a2ea1,2,0.4171,True,False,False
5b4e0958-6250-443a-952a-2add4b9a2ea1__c3of3,5b4e0958-6250-443a-952a-2add4b9a2ea1,2,1.0,True,True,True
5b503390-03cf-4708-89db-d7cab5b988cc,5b503390-03cf-4708-89db-d7cab5b988cc,3,1.0,True,True,True
5b638e2d-8cd9-41c5-891b-c6b8faeac1ea,5b638e2d-8cd9-41c5-891b-c6b8faeac1ea,0,0.3065,False,False,False
5b82ad56-a61b-4782-858f-91984f09bc89__c1of5,5b82ad56-a61b-4782-858f-91984f09bc89,2,1.0,True,True,True
5b82ad56-a61b-4782-858f-91984f09bc89__c2of5,5b82ad56-a61b-4782-858f-91984f09bc89,2,1.0,True,True,True
5b82ad56-a61b-4782-858f-91984f09bc89__c3of5,5b82ad56-a61b-4782-858f-91984f09bc89,2,1.0,True,True,True
5b82ad56-a61b-4782-858f-91984f09bc89__c4of5,5b82ad56-a61b-4782-858f-91984f09bc89,2,1.0,True,True,True
5b82ad56-a61b-4782-858f-91984f09bc89__c5of5,5b82ad56-a61b-4782-858f-91984f09bc89,2,1.0,True,True,True
5b9660d0-2157-467a-af03-48d1bccfed95__c1of2,5b9660d0-2157-467a-af03-48d1bccfed95,1,0.4181,True,False,False
5b9660d0-2157-467a-af03-48d1bccfed95__c2of2,5b9660d0-2157-467a-af03-48d1bccfed95,1,0.5335,True,True,False
5b9b8f63-9cad-4d21-8290-5e1bca2f60b9__c1of2,5b9b8f63-9cad-4d21-8290-5e1bca2f60b9,2,1.0,True,True,True
5b9b8f63-9cad-4d21-8290-5e1bca2f60b9__c2of2,5b9b8f63-9cad-4d21-8290-5e1bca2f60b9,2,1.0,True,True,True
5bc129ab-3f22-45d9-9a7e-0327aa3cfc1c__c1of2,5bc129ab-3f22-45d9-9a7e-0327aa3cfc1c,2,1.0,True,True,True
5bc129ab-3f22-45d9-9a7e-0327aa3cfc1c__c2of2,5bc129ab-3f22-45d9-9a7e-0327aa3cfc1c,2,1.0,True,True,True
5bdfcf9b-7c82-4638-9ea1-46ef72b17623,5bdfcf9b-7c82-4638-9ea1-46ef72b17623,1,1.0,True,True,True
5bf906ac-870f-4a27-951e-e54cd64dd9f2,5bf906ac-870f-4a27-951e-e54cd64dd9f2,3,0.5629,True,True,False
5c2a8b8b-c6f0-484c-84cc-ebb4dbca0f3d,5c2a8b8b-c6f0-484c-84cc-ebb4dbca0f3d,4,0.3486,False,False,False
5c5db0da-18fc-41f3-b744-41f23fb2db09,5c5db0da-18fc-41f3-b744-41f23fb2db09,2,0.3484,False,False,False
5c723827-b67a-4bee-8ab5-dff0813a8019__c1of3,5c723827-b67a-4bee-8ab5-dff0813a8019,4,0.3519,True,False,False
5c723827-b67a-4bee-8ab5-dff0813a8019__c2of3,5c723827-b67a-4bee-8ab5-dff0813a8019,4,0.3927,True,False,False
5c723827-b67a-4bee-8ab5-dff0813a8019__c3of3,5c723827-b67a-4bee-8ab5-dff0813a8019,4,0.3451,False,False,False
5cfa3993-2824-431a-854e-5de1a6fbc54c__c1of5,5cfa3993-2824-431a-854e-5de1a6fbc54c,2,0.3774,True,False,False
5cfa3993-2824-431a-854e-5de1a6fbc54c__c2of5,5cfa3993-2824-431a-854e-5de1a6fbc54c,2,1.0,True,True,True
5cfa3993-2824-431a-854e-5de1a6fbc54c__c3of5,5cfa3993-2824-431a-854e-5de1a6fbc54c,2,1.0,True,True,True
5cfa3993-2824-431a-854e-5de1a6fbc54c__c4of5,5cfa3993-2824-431a-854e-5de1a6fbc54c,2,1.0,True,True,True
5cfa3993-2824-431a-854e-5de1a6fbc54c__c5of5,5cfa3993-2824-431a-854e-5de1a6fbc54c,2,1.0,True,True,True
5d138f2b-7e45-47d9-b002-34f9df1ad681,5d138f2b-7e45-47d9-b002-34f9df1ad681,3,1.0,True,True,True
5d3b00b0-7e28-4125-b8c1-a80975b58ec0__c1of3,5d3b00b0-7e28-4125-b8c1-a80975b58ec0,0,0.2747,False,False,False
5d3b00b0-7e28-4125-b8c1-a80975b58ec0__c2of3,5d3b00b0-7e28-4125-b8c1-a80975b58ec0,0,0.3121,False,False,False
5d3b00b0-7e28-4125-b8c1-a80975b58ec0__c3of3,5d3b00b0-7e28-4125-b8c1-a80975b58ec0,0,0.3005,False,False,False
5d7e30a7-5d51-4ca5-bced-677f1391e719__c1of3,5d7e30a7-5d51-4ca5-bced-677f1391e719,4,0.4195,True,False,False
5d7e30a7-5d51-4ca5-bced-677f1391e719__c2of3,5d7e30a7-5d51-4ca5-bced-677f1391e719,4,0.3682,True,False,False
5d7e30a7-5d51-4ca5-bced-677f1391e719__c3of3,5d7e30a7-5d51-4ca5-bced-677f1391e719,4,1.0,True,True,True
5db6ccde-0832-482f-8dcd-e4da3138cf06,5db6ccde-0832-482f-8dcd-e4da3138cf06,1,0.3302,False,False,False
5dbdbe80-4e50-4f27-90f6-6ea3aac0619d__c1of3,5dbdbe80-4e50-4f27-90f6-6ea3aac0619d,0,0.456,True,False,False
5dbdbe80-4e50-4f27-90f6-6ea3aac0619d__c2of3,5dbdbe80-4e50-4f27-90f6-6ea3aac0619d,0,0.3241,False,False,False
5dbdbe80-4e50-4f27-90f6-6ea3aac0619d__c3of3,5dbdbe80-4e50-4f27-90f6-6ea3aac0619d,0,0.3435,False,False,False
5ddaaf6f-8f8e-4108-826b-46dda0297842,5ddaaf6f-8f8e-4108-826b-46dda0297842,2,1.0,True,True,True
5de3fb43-3fcf-43cf-995e-423a7ad48bf0__c1of5,5de3fb43-3fcf-43cf-995e-423a7ad48bf0,2,1.0,True,True,True
5de3fb43-3fcf-43cf-995e-423a7ad48bf0__c2of5,5de3fb43-3fcf-43cf-995e-423a7ad48bf0,2,0.4128,True,False,False
5de3fb43-3fcf-43cf-995e-423a7ad48bf0__c3of5,5de3fb43-3fcf-43cf-995e-423a7ad48bf0,2,0.4128,True,False,False
5de3fb43-3fcf-43cf-995e-423a7ad48bf0__c4of5,5de3fb43-3fcf-43cf-995e-423a7ad48bf0,2,1.0,True,True,True
5de3fb43-3fcf-43cf-995e-423a7ad48bf0__c5of5,5de3fb43-3fcf-43cf-995e-423a7ad48bf0,2,1.0,True,True,True
5df8b056-0e84-46d3-a4b9-411ee84b7501__c1of5,5df8b056-0e84-46d3-a4b9-411ee84b7501,2,1.0,True,True,True
5df8b056-0e84-46d3-a4b9-411ee84b7501__c2of5,5df8b056-0e84-46d3-a4b9-411ee84b7501,2,1.0,True,True,True
5df8b056-0e84-46d3-a4b9-411ee84b7501__c3of5,5df8b056-0e84-46d3-a4b9-411ee84b7501,2,0.3645,True,False,False
5df8b056-0e84-46d3-a4b9-411ee84b7501__c4of5,5df8b056-0e84-46d3-a4b9-411ee84b7501,2,0.3645,True,False,False
5df8b056-0e84-46d3-a4b9-411ee84b7501__c5of5,5df8b056-0e84-46d3-a4b9-411ee84b7501,2,1.0,True,True,True
5e24b269-1513-4780-98aa-5549e40900f2__c1of4,5e24b269-1513-4780-98aa-5549e40900f2,1,0.3276,False,False,False
5e24b269-1513-4780-98aa-5549e40900f2__c2of4,5e24b269-1513-4780-98aa-5549e40900f2,1,1.0,True,True,True
5e24b269-1513-4780-98aa-5549e40900f2__c3of4,5e24b269-1513-4780-98aa-5549e40900f2,1,1.0,True,True,True
5e24b269-1513-4780-98aa-5549e40900f2__c4of4,5e24b269-1513-4780-98aa-5549e40900f2,1,1.0,True,True,True
5e2eb235-fe9e-4d26-8328-0df54d0a5b7c,5e2eb235-fe9e-4d26-8328-0df54d0a5b7c,0,0.6167,True,True,False
5e71c0aa-de0d-4c4f-b87a-aa9a58ea1f39,5e71c0aa-de0d-4c4f-b87a-aa9a58ea1f39,4,0.356,True,False,False
5f088d12-ed99-434a-a113-65deab7e1426__c1of3,5f088d12-ed99-434a-a113-65deab7e1426,0,0.2829,False,False,False
5f088d12-ed99-434a-a113-65deab7e1426__c2of3,5f088d12-ed99-434a-a113-65deab7e1426,0,0.3996,True,False,False
5f088d12-ed99-434a-a113-65deab7e1426__c3of3,5f088d12-ed99-434a-a113-65deab7e1426,0,0.3657,True,False,False
5f264cf3-196b-4105-9d75-b6a6aedaae97,5f264cf3-196b-4105-9d75-b6a6aedaae97,1,0.312,False,False,False
5f3443e9-f96a-43d6-b554-4adffe37d9cb__c1of2,5f3443e9-f96a-43d6-b554-4adffe37d9cb,4,0.5179,True,True,False
5f3443e9-f96a-43d6-b554-4adffe37d9cb__c2of2,5f3443e9-f96a-43d6-b554-4adffe37d9cb,4,0.2942,False,False,False
5f69a996-6e06-415f-96bd-c9ec6e6bf2a5__c1of2,5f69a996-6e06-415f-96bd-c9ec6e6bf2a5,4,0.317,False,False,False
5f69a996-6e06-415f-96bd-c9ec6e6bf2a5__c2of2,5f69a996-6e06-415f-96bd-c9ec6e6bf2a5,4,1.0,True,True,True
5f6f7bf9-e325-4e81-a3e4-f43e9c190b55,5f6f7bf9-e325-4e81-a3e4-f43e9c190b55,4,0.3827,True,False,False
5f7e2790-4be0-4022-b98b-45ac065ce4d2,5f7e2790-4be0-4022-b98b-45ac065ce4d2,3,0.3733,True,False,False
5f81c1a9-dd68-4142-bc75-10146670495e,5f81c1a9-dd68-4142-bc75-10146670495e,3,1.0,True,True,True
